Year,Province,Division,District,Admin_Type,Urban_Rural,Dominant_Sector,Population,Population_Density,Area_km2,Literacy_Rate,Male_Literacy,Female_Literacy,GDP_Per_Capita,Poverty_Rate,Unemployment_Rate,Num_Schools,Num_Hospitals,Electricity_Access,Water_Access,Road_Network_km,Annual_Rainfall_mm,Avg_Temperature_C,Crime_Rate_per100k,Health_Expenditure_PKR,Education_Expenditure_PKR,Agriculture_Share_pct,Infant_Mortality_per1000,Life_Expectancy
2020,Punjab,Bahawalpur,Bahawalnagar,District,Rural,Healthcare,2147406,647.07,3318.7,64.53,72.28,45.22,125137.0,33.29,12.0,603,22,63.81,66.88,1708,436.1,29.1,24.68,4681.0,7305.0,15.29,45.08,63.57
2021,Punjab,Bahawalpur,Bahawalnagar,District,Urban,Construction,2212911,375.89,5887.2,65.85,75.91,54.87,127094.0,25.04,9.39,1044,28,65.87,65.19,5311,545.4,18.5,14.07,2640.0,6695.0,43.5,49.41,64.78
2022,Punjab,Bahawalpur,Bahawalnagar,District,Rural,Construction,2053264,1654.48,1241.0,62.77,74.51,52.61,141835.0,18.43,13.36,431,23,67.43,70.34,1247,301.4,29.5,26.25,4218.0,8221.0,21.19,44.56,62.88
2023,Punjab,Bahawalpur,Bahawalnagar,District,Rural,Services,2339473,1372.58,1704.4,74.24,81.24,66.66,130814.0,24.91,7.46,636,25,76.54,77.92,1456,501.3,28.9,18.25,5520.0,8300.0,14.0,37.0,71.41
2024,Punjab,Bahawalpur,Bahawalnagar,District,Rural,Healthcare,2193949,1741.59,1259.7,68.98,78.06,60.01,140068.0,24.43,8.51,526,27,66.78,68.58,874,274.5,23.4,23.75,4320.0,5094.0,25.78,46.52,65.08
2015,Punjab,Bahawalpur,Bahawalpur,District,Urban,Education,2036093,719.73,2829.0,66.86,69.79,60.72,63906.0,26.52,9.11,578,25,64.62,68.03,1878,271.2,26.7,10.79,1783.0,3747.0,42.02,43.98,65.91
2016,Punjab,Bahawalpur,Bahawalpur,District,Urban,Agriculture,2083576,281.21,7409.4,60.4,72.39,54.16,80319.0,33.07,9.87,901,21,66.57,69.09,3862,317.6,26.0,20.44,1980.0,5599.0,29.91,36.13,62.11
2017,Punjab,Bahawalpur,Bahawalpur,District,Semi-Urban,Construction,2079729,364.03,5713.1,60.74,71.31,41.27,70299.0,26.68,7.67,782,22,61.27,67.86,3845,258.2,22.2,41.89,2569.0,3706.0,31.75,49.82,61.66
2018,Punjab,Bahawalpur,Bahawalpur,District,Semi-Urban,Manufacturing,2162676,445.3,4856.7,59.37,64.01,42.32,118733.0,34.99,9.75,557,23,68.12,65.4,2856,482.7,31.7,29.95,3647.0,8112.0,26.66,42.56,61.07
2019,Punjab,Bahawalpur,Bahawalpur,District,Semi-Urban,Mining,2147121,271.89,7896.9,56.92,62.06,44.78,123216.0,34.44,13.89,783,29,53.16,68.0,3988,513.7,25.1,47.93,3752.0,7157.0,46.33,39.85,63.47
2020,Punjab,Bahawalpur,Bahawalpur,District,Semi-Urban,Education,2411382,1106.28,2179.7,69.57,71.79,49.63,123849.0,20.84,11.26,858,26,69.51,67.89,766,436.4,18.9,5.54,3768.0,8013.0,30.18,41.65,63.71
2021,Punjab,Bahawalpur,Bahawalpur,District,Rural,Manufacturing,2209258,2230.23,990.6,72.49,83.92,56.93,116273.0,25.42,7.32,531,29,79.45,76.18,887,485.4,24.9,31.91,3406.0,6731.0,54.38,33.48,68.57
2022,Punjab,Bahawalpur,Bahawalpur,District,Semi-Urban,Mining,2300841,354.62,6488.1,61.37,63.9,41.8,82173.0,34.89,10.09,652,35,66.72,71.76,2645,434.7,30.1,10.51,4053.0,4483.0,43.95,53.25,64.53
2023,Punjab,Bahawalpur,Bahawalpur,District,Urban,Construction,2446990,408.23,5994.2,64.16,67.35,51.73,127521.0,26.67,12.3,890,32,69.12,58.12,4894,272.5,27.1,28.77,6181.0,5802.0,14.01,40.22,66.41
2024,Punjab,Bahawalpur,Bahawalpur,District,Urban,Education,2437388,1583.93,1538.8,58.1,64.11,50.33,128333.0,29.56,13.14,804,53,57.62,63.53,1338,551.6,25.0,20.79,3875.0,7709.0,20.2,54.68,59.56
2015,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Mining,3887518,494.28,7865.1,58.72,60.99,47.95,92219.0,29.6,8.11,1785,62,55.37,69.18,5012,411.6,18.1,24.75,2036.0,3402.0,50.73,43.8,63.7
2016,Punjab,Bahawalpur,Rahimyar Khan,District,Semi-Urban,Mining,3988251,883.51,4514.1,65.67,76.13,54.06,87424.0,27.54,10.78,809,87,69.35,58.92,1958,349.7,20.5,16.01,3896.0,2729.0,44.74,40.24,66.96
2017,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Mining,3973272,517.0,7685.2,60.21,71.21,47.43,92888.0,30.77,11.93,823,44,58.87,57.01,3379,339.6,20.5,11.94,3567.0,4040.0,32.39,41.18,62.55
2018,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Agriculture,4142070,614.71,6738.3,69.33,76.24,49.92,104658.0,24.6,8.06,951,42,72.43,60.24,4194,298.5,20.0,14.46,4971.0,6996.0,45.73,36.92,65.2
2019,Punjab,Bahawalpur,Rahimyar Khan,District,Rural,Mining,4380071,754.24,5807.3,61.86,69.18,48.24,127022.0,32.15,8.71,969,95,63.48,65.85,5103,328.2,25.4,28.68,3617.0,4499.0,27.74,34.37,62.44
2020,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Services,4486783,863.25,5197.5,65.3,72.28,54.47,82217.0,27.25,10.15,1396,71,66.13,65.33,5165,328.6,24.8,19.98,3368.0,4201.0,45.39,43.92,57.43
2021,Punjab,Bahawalpur,Rahimyar Khan,District,Rural,Mining,4152259,1481.15,2803.4,67.47,72.5,61.76,137771.0,27.77,10.59,1103,44,68.86,70.17,973,495.7,25.5,32.31,6167.0,8948.0,18.47,36.82,67.03
2022,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Manufacturing,4731453,2575.39,1837.2,63.06,65.79,47.37,106545.0,20.64,9.44,1520,57,70.41,55.57,1495,580.0,30.5,22.44,4090.0,3389.0,19.16,38.72,64.0
2023,Punjab,Bahawalpur,Rahimyar Khan,District,Urban,Construction,4538340,3306.66,1372.5,64.25,68.53,53.4,142159.0,21.89,13.3,1580,48,67.72,72.92,467,332.3,20.5,21.87,3447.0,5665.0,51.29,39.01,67.45
2024,Punjab,Bahawalpur,Rahimyar Khan,District,Semi-Urban,Construction,4928504,1342.44,3671.3,70.96,79.86,61.87,144794.0,21.65,9.68,1327,53,73.26,64.41,2347,551.5,28.3,33.15,6556.0,5441.0,28.71,35.62,65.28
2015,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Urban,Mining,5218068,916.43,5693.9,64.16,74.07,56.77,51709.0,30.88,15.73,2455,60,59.68,68.32,3385,228.2,19.6,6.34,2498.0,2082.0,12.99,44.55,63.13
2016,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Semi-Urban,Construction,5359073,1537.08,3486.5,65.7,77.2,47.44,117711.0,22.86,11.8,1485,93,67.68,58.01,1676,247.8,29.5,22.51,4184.0,3699.0,34.96,40.7,62.94
2017,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Urban,Education,5449873,6940.44,785.2,69.56,75.98,53.48,62143.0,19.17,7.38,1722,121,73.0,60.47,895,374.4,23.2,4.75,2672.0,2334.0,44.61,34.77,66.19
2018,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Semi-Urban,Services,5460627,1145.74,4766.0,68.66,74.57,54.0,79352.0,19.76,11.05,1126,90,76.05,76.8,3598,340.0,20.8,20.53,2123.0,4371.0,16.89,35.66,65.99
2019,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Rural,Mining,5612786,8136.56,689.8,54.14,57.25,44.37,112596.0,34.18,9.21,1689,61,57.75,51.77,538,264.4,25.7,25.17,4341.0,4143.0,12.93,50.19,61.42
2020,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Urban,Mining,6147293,3900.2,1576.1,65.04,69.29,58.25,88320.0,24.59,12.31,2659,113,64.25,66.54,1246,525.5,28.8,20.72,1819.0,5561.0,38.27,34.31,63.94
2021,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Semi-Urban,Manufacturing,5942749,1750.23,3395.4,60.58,68.95,40.88,107299.0,33.22,9.52,1464,94,68.17,56.25,2406,396.2,21.5,30.93,4977.0,4180.0,31.56,41.74,59.22
2022,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Semi-Urban,Healthcare,5878537,761.19,7722.8,59.9,66.0,54.26,123856.0,28.46,4.87,1857,106,56.32,65.72,3894,372.7,22.2,32.26,3972.0,7878.0,49.59,43.21,58.16
2023,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Urban,Manufacturing,6057612,1655.74,3658.6,61.34,70.58,50.36,145739.0,22.23,9.49,1862,72,61.87,59.91,3443,345.4,22.6,20.52,5400.0,9899.0,19.27,43.73,62.71
2024,Punjab,Dera Ghazi Khan,Dera Ghazi Kha,District,Urban,Healthcare,6703974,2078.36,3225.6,67.69,75.12,55.64,136115.0,27.59,5.02,1977,73,72.8,65.04,3742,322.8,23.5,18.72,6275.0,6327.0,30.35,35.9,63.4
2015,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Healthcare,2196924,403.3,5447.4,65.78,77.61,58.19,111515.0,26.22,7.72,456,33,73.35,56.39,2398,282.6,25.9,37.83,3575.0,6833.0,40.63,42.13,61.92
2016,Punjab,Dera Ghazi Khan,Layyah,District,Urban,Healthcare,2229757,555.45,4014.3,61.89,72.65,45.86,81337.0,27.12,13.49,484,46,69.67,58.93,1440,573.2,26.6,33.3,1679.0,5434.0,40.43,35.81,65.74
2017,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Construction,2338582,1990.96,1174.6,57.62,62.77,43.27,78021.0,30.38,11.16,487,38,63.01,68.13,854,323.0,18.9,32.23,3207.0,3245.0,50.7,50.88,60.79
2018,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Manufacturing,2280596,314.3,7256.1,67.99,79.82,55.94,97480.0,23.68,10.98,928,35,69.17,70.15,8551,263.3,25.7,29.42,3891.0,3496.0,41.05,39.64,64.22
2019,Punjab,Dera Ghazi Khan,Layyah,District,Semi-Urban,Agriculture,2388507,1574.5,1517.0,61.73,69.58,42.77,115236.0,27.13,10.49,759,38,58.12,52.87,1779,475.2,29.5,38.4,5577.0,6070.0,18.18,42.04,63.48
2020,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Services,2573405,359.98,7148.7,67.1,75.79,50.23,136993.0,17.93,12.66,1166,53,64.89,64.91,4025,259.8,31.9,31.45,5998.0,8420.0,53.27,39.95,66.33
2021,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Services,2457661,583.68,4210.6,65.07,76.11,45.34,140758.0,29.18,9.07,635,32,73.44,62.61,4695,301.1,25.2,20.9,3035.0,5567.0,11.05,38.9,66.56
2022,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Education,2483428,662.76,3747.1,57.74,69.53,50.78,100268.0,30.58,9.97,1170,29,63.37,58.24,3058,232.1,25.7,28.06,2916.0,3809.0,38.09,51.39,57.83
2023,Punjab,Dera Ghazi Khan,Layyah,District,Rural,Services,2609651,456.66,5714.7,68.72,72.04,53.11,98062.0,27.77,10.46,928,41,67.35,68.66,4555,597.5,23.9,11.46,3399.0,3988.0,25.58,36.35,67.3
2024,Punjab,Dera Ghazi Khan,Layyah,District,Semi-Urban,Manufacturing,2938255,2586.57,1136.0,59.5,62.25,52.9,148061.0,29.83,9.48,734,49,61.19,52.85,925,524.3,29.3,19.92,4014.0,4959.0,26.8,53.29,64.57
2015,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Rural,Agriculture,1550828,507.05,3058.5,67.98,76.63,58.01,101082.0,19.94,11.21,328,35,69.92,77.09,2855,587.6,26.8,27.82,2627.0,6049.0,37.57,33.02,62.39
2016,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Semi-Urban,Construction,1569482,205.55,7635.4,59.06,65.82,46.12,58953.0,27.35,9.85,780,17,56.65,51.2,6451,231.8,22.5,33.28,1508.0,2448.0,18.88,44.66,59.94
2017,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Semi-Urban,Agriculture,1635397,1704.43,959.5,61.9,70.9,42.31,116509.0,28.61,13.39,640,40,58.35,56.57,450,257.6,25.6,19.25,5296.0,7020.0,41.63,49.44,63.99
2018,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Urban,Education,1624990,240.02,6770.3,65.51,67.58,56.9,85055.0,32.45,9.29,562,25,68.57,60.05,3564,300.4,22.8,23.73,3626.0,2772.0,50.08,40.55,64.89
2019,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Urban,Services,1623852,270.78,5996.9,57.44,60.32,41.27,83746.0,35.09,14.63,420,18,52.89,64.11,5566,486.4,18.2,40.38,3196.0,5726.0,36.47,51.66,61.84
2020,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Urban,Education,1748039,604.23,2893.0,72.49,76.77,56.32,116445.0,14.5,12.0,568,19,70.8,67.62,1786,395.6,25.6,26.19,3953.0,5644.0,17.67,44.71,64.38
2021,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Semi-Urban,Healthcare,1885310,241.95,7792.1,63.54,66.93,58.17,129627.0,30.79,10.52,555,20,63.97,56.85,6771,500.2,23.9,12.98,4146.0,3961.0,24.25,42.26,66.16
2022,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Semi-Urban,Healthcare,1904529,1060.52,1795.8,55.6,61.53,50.28,118069.0,19.72,11.86,504,37,51.47,55.09,1426,260.0,22.7,25.65,3168.0,5840.0,23.66,48.63,61.18
2023,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Urban,Construction,1935635,254.52,7605.0,65.36,70.25,53.21,101892.0,30.08,12.64,780,19,59.72,74.78,7781,226.8,22.5,29.39,3310.0,3110.0,20.58,42.15,62.61
2024,Punjab,Dera Ghazi Khan,Muzaffargarh,District,Urban,Construction,1816110,347.35,5228.4,59.51,70.15,42.41,80615.0,30.21,10.09,448,27,55.39,53.17,1865,312.8,28.1,17.21,2694.0,3763.0,26.63,54.17,60.69
2015,Punjab,Dera Ghazi Khan,Rajan Pur,District,Urban,Services,2249270,319.54,7039.1,55.26,59.2,45.29,66874.0,32.43,15.27,765,23,64.32,62.71,7063,422.0,26.1,36.08,2486.0,4444.0,15.72,55.06,62.36
2016,Punjab,Dera Ghazi Khan,Rajan Pur,District,Urban,Construction,2311580,350.24,6599.9,60.49,65.71,53.27,95211.0,35.78,15.33,841,31,67.8,57.69,5559,552.3,23.4,23.93,4449.0,6506.0,33.82,36.1,65.04
2017,Punjab,Dera Ghazi Khan,Rajan Pur,District,Urban,Construction,2324795,367.22,6330.7,59.03,64.3,44.53,86532.0,32.02,13.35,531,41,55.27,67.13,5100,223.6,21.5,12.45,3765.0,5907.0,47.12,46.63,62.16
2018,Punjab,Dera Ghazi Khan,Rajan Pur,District,Semi-Urban,Mining,2401839,337.14,7124.1,55.98,66.83,50.07,79073.0,34.76,12.37,923,27,53.21,66.06,3948,442.0,22.1,25.0,3457.0,3710.0,33.56,54.51,60.56
2019,Punjab,Dera Ghazi Khan,Rajan Pur,District,Semi-Urban,Mining,2536144,1032.04,2457.4,57.25,60.72,38.6,58236.0,29.86,13.07,1042,61,61.3,63.91,1084,231.5,24.5,27.4,1941.0,2479.0,38.17,48.95,65.71
2020,Punjab,Dera Ghazi Khan,Rajan Pur,District,Urban,Healthcare,2651131,1336.69,1983.4,64.47,71.24,54.57,95065.0,23.57,10.09,694,46,66.82,61.26,1881,206.8,18.7,31.97,3470.0,5243.0,16.38,37.43,64.28
2021,Punjab,Dera Ghazi Khan,Rajan Pur,District,Rural,Agriculture,2626198,890.36,2949.6,66.35,75.52,60.51,93013.0,26.21,9.72,582,62,63.96,67.71,3345,427.4,30.4,9.22,2251.0,3171.0,15.93,35.49,65.86
2022,Punjab,Dera Ghazi Khan,Rajan Pur,District,Urban,Education,2480622,2086.41,1188.9,67.86,74.02,61.93,122424.0,27.66,13.19,805,40,62.29,64.55,522,227.8,23.6,31.75,5471.0,7661.0,45.54,41.04,64.42
2023,Punjab,Dera Ghazi Khan,Rajan Pur,District,Rural,Manufacturing,2660543,362.69,7335.7,65.96,68.38,57.57,74533.0,28.22,8.84,956,48,69.03,67.22,8472,221.0,29.8,29.27,3625.0,2646.0,19.86,50.85,62.77
2024,Punjab,Dera Ghazi Khan,Rajan Pur,District,Rural,Manufacturing,2640703,502.28,5257.5,64.0,68.0,57.98,100926.0,30.17,10.75,828,37,61.95,54.87,4334,485.9,23.8,34.95,2040.0,5861.0,11.62,31.95,63.41
2015,Punjab,Faisalabad,Faisalabad,District,Semi-Urban,Mining,4188249,2419.07,1731.3,58.96,62.56,46.3,112103.0,36.79,14.0,1587,58,66.79,65.0,918,312.6,25.8,33.92,2900.0,7390.0,19.07,43.74,62.85
2016,Punjab,Faisalabad,Faisalabad,District,Rural,Manufacturing,4271242,1098.75,3887.4,53.99,57.06,43.18,98088.0,31.82,11.39,1280,43,58.67,61.29,1866,281.8,19.6,15.45,3640.0,5875.0,51.99,46.23,62.94
2017,Punjab,Faisalabad,Faisalabad,District,Rural,Manufacturing,4450418,622.45,7149.9,62.53,69.64,53.74,102744.0,25.05,10.76,999,72,57.09,65.67,7483,426.7,30.4,13.16,4707.0,3930.0,23.95,40.05,60.89
2018,Punjab,Faisalabad,Faisalabad,District,Rural,Mining,4625706,1565.28,2955.2,59.56,70.14,39.76,84602.0,33.12,11.37,933,60,56.09,60.46,1171,424.3,22.0,32.14,1693.0,2644.0,21.18,44.45,58.09
2019,Punjab,Faisalabad,Faisalabad,District,Urban,Services,4379936,1713.1,2556.7,60.39,72.1,45.71,58259.0,41.1,8.32,2189,65,65.29,70.56,942,238.9,23.2,26.0,1895.0,1800.0,43.38,44.66,65.81
2020,Punjab,Faisalabad,Faisalabad,District,Rural,Construction,4837937,1749.47,2765.4,63.26,72.07,47.09,129954.0,30.41,10.79,1735,50,70.24,69.78,1264,281.9,30.9,15.73,3038.0,7666.0,11.37,39.16,62.5
2021,Punjab,Faisalabad,Faisalabad,District,Urban,Construction,4755097,832.49,5711.9,70.68,76.45,59.71,132872.0,22.67,7.4,1686,114,72.06,61.34,5982,476.7,21.0,20.38,4301.0,9157.0,11.67,37.94,62.71
2022,Punjab,Faisalabad,Faisalabad,District,Urban,Construction,4958792,5098.61,972.6,70.7,81.42,61.62,66406.0,32.66,10.5,1150,87,67.85,69.68,1001,520.8,18.3,22.84,3312.0,2109.0,20.57,34.86,65.46
2023,Punjab,Faisalabad,Faisalabad,District,Urban,Services,5066459,1079.79,4692.1,64.68,74.88,54.17,138427.0,30.11,10.48,1233,57,68.94,69.82,4188,314.6,19.2,22.39,4310.0,7204.0,34.51,41.49,63.19
2024,Punjab,Faisalabad,Faisalabad,District,Semi-Urban,Services,4731462,1525.83,3100.9,77.36,84.3,61.08,131773.0,19.11,10.01,1876,73,76.64,72.7,3613,317.0,29.4,25.87,2977.0,5288.0,34.4,39.99,67.68
2015,Punjab,Faisalabad,Jhang,District,Semi-Urban,Education,1875079,483.17,3880.8,62.44,67.85,55.26,94892.0,24.64,12.47,518,23,69.54,59.94,1721,567.3,31.8,28.21,4172.0,3376.0,38.47,44.51,62.88
2016,Punjab,Faisalabad,Jhang,District,Urban,Manufacturing,1932093,339.02,5699.1,61.31,72.66,56.25,66945.0,30.88,10.3,860,29,56.86,62.14,5503,216.8,19.5,30.61,2713.0,4118.0,39.91,40.08,63.54
2017,Punjab,Faisalabad,Jhang,District,Rural,Education,1959369,289.27,6773.5,60.63,70.15,49.51,77587.0,36.57,9.4,628,20,62.41,67.92,5957,287.6,22.9,20.92,1914.0,4481.0,14.79,41.38,60.76
2018,Punjab,Faisalabad,Jhang,District,Semi-Urban,Education,2041992,283.65,7198.9,56.36,61.39,40.02,108947.0,27.39,11.57,416,23,58.15,66.22,2785,478.0,22.3,30.12,4841.0,3371.0,19.42,45.9,61.14
2019,Punjab,Faisalabad,Jhang,District,Urban,Construction,1957229,1034.01,1892.9,60.73,69.71,49.68,66667.0,28.51,12.09,452,44,58.46,70.64,1206,368.8,23.0,37.0,1941.0,3651.0,23.51,40.42,63.42
2020,Punjab,Faisalabad,Jhang,District,Semi-Urban,Construction,2205453,445.54,4950.0,57.77,67.3,40.8,109198.0,33.2,17.4,546,22,59.49,56.14,4552,302.3,24.6,29.13,4216.0,4809.0,44.64,45.91,62.22
2021,Punjab,Faisalabad,Jhang,District,Rural,Construction,2295400,3256.07,705.0,62.48,71.64,46.62,100708.0,29.57,10.72,1084,33,69.82,62.61,452,417.5,19.2,17.2,3033.0,5453.0,51.5,42.29,61.28
2022,Punjab,Faisalabad,Jhang,District,Urban,Agriculture,2179608,469.27,4644.7,60.29,62.57,45.16,89726.0,31.21,7.66,530,32,63.46,53.14,3492,473.5,26.3,21.79,3041.0,5194.0,32.78,48.66,61.73
2023,Punjab,Faisalabad,Jhang,District,Rural,Agriculture,2191866,405.69,5402.8,65.35,70.25,57.91,144283.0,29.39,8.5,1021,29,69.29,65.37,4960,560.9,22.1,12.62,7078.0,4772.0,24.91,41.33,63.97
2024,Punjab,Faisalabad,Jhang,District,Rural,Education,2281827,670.18,3404.8,57.81,65.65,39.83,88640.0,42.43,10.44,538,28,54.68,56.67,2384,320.9,21.1,28.34,3636.0,5892.0,32.2,42.44,61.11
2015,Punjab,Faisalabad,Toba Tek Singh,District,Rural,Construction,1686959,221.97,7600.0,63.54,71.89,48.13,101344.0,23.02,11.55,457,25,62.69,67.99,2509,208.2,25.4,21.74,3353.0,5886.0,14.78,42.02,65.46
2016,Punjab,Faisalabad,Toba Tek Singh,District,Rural,Manufacturing,1706651,240.94,7083.4,66.65,69.51,61.28,58640.0,21.58,11.69,427,24,67.59,61.51,4968,571.1,19.9,23.75,2926.0,2635.0,18.41,48.0,63.28
2017,Punjab,Faisalabad,Toba Tek Singh,District,Urban,Healthcare,1743345,271.34,6425.0,54.06,56.18,38.54,58926.0,33.35,8.34,681,26,57.05,50.6,1997,259.0,19.9,8.32,2106.0,2394.0,12.7,49.05,61.5
2018,Punjab,Faisalabad,Toba Tek Singh,District,Rural,Education,1807450,274.44,6586.0,63.18,66.9,54.96,78269.0,26.04,8.17,610,33,64.06,57.97,5184,465.6,24.7,26.08,3453.0,2806.0,34.89,43.99,65.34
2019,Punjab,Faisalabad,Toba Tek Singh,District,Urban,Services,1777626,255.45,6958.9,69.49,75.1,51.89,96423.0,25.8,5.44,806,25,77.35,70.39,4632,298.8,28.5,19.32,4105.0,3058.0,20.14,51.82,65.38
2020,Punjab,Faisalabad,Toba Tek Singh,District,Urban,Construction,1844460,948.53,1944.5,65.46,76.95,53.27,90232.0,29.96,8.89,441,29,65.66,72.37,1713,289.9,30.7,25.89,3850.0,3275.0,32.93,35.99,65.16
2021,Punjab,Faisalabad,Toba Tek Singh,District,Semi-Urban,Construction,1956062,310.57,6298.2,52.22,57.92,37.6,84251.0,36.62,10.15,593,46,48.0,46.09,5574,556.7,20.0,30.52,4179.0,3678.0,27.7,42.42,60.14
2022,Punjab,Faisalabad,Toba Tek Singh,District,Urban,Healthcare,2087585,282.3,7395.0,73.97,82.79,60.57,113345.0,25.41,8.3,457,30,73.89,78.02,6038,535.8,26.3,18.17,3863.0,3813.0,36.97,44.92,65.3
2023,Punjab,Faisalabad,Toba Tek Singh,District,Urban,Mining,2011564,459.53,4377.5,66.0,77.06,56.31,94101.0,32.45,9.93,516,36,63.43,61.53,2066,315.6,25.2,22.64,4627.0,3545.0,50.82,34.88,66.44
2024,Punjab,Faisalabad,Toba Tek Singh,District,Semi-Urban,Education,1987348,767.64,2588.9,68.96,72.86,53.64,126530.0,32.6,6.67,523,24,64.89,70.88,2041,514.8,29.2,12.79,3750.0,7835.0,40.87,41.93,63.48
2015,Punjab,Gujranwala,Gujarat,District,Rural,Services,4189113,592.43,7071.1,63.79,68.25,51.34,100272.0,23.32,7.63,1069,80,69.26,70.83,8055,273.2,27.1,7.49,3386.0,4377.0,31.8,45.33,63.05
2016,Punjab,Gujranwala,Gujarat,District,Rural,Healthcare,4257681,2970.71,1433.2,53.06,64.4,40.63,57576.0,35.13,9.91,1360,58,53.65,46.43,787,524.8,21.6,33.8,2132.0,2186.0,34.78,43.63,64.06
2017,Punjab,Gujranwala,Gujarat,District,Urban,Services,4284108,544.86,7862.7,51.68,54.23,34.66,84961.0,32.09,11.23,1131,62,52.32,46.32,3119,272.4,23.1,24.28,3063.0,2982.0,48.12,55.21,62.96
2018,Punjab,Gujranwala,Gujarat,District,Urban,Mining,4346853,1182.98,3674.5,56.32,60.73,47.06,110940.0,31.12,11.05,2050,54,51.59,50.1,2989,590.7,28.1,29.21,3107.0,5780.0,19.92,42.46,60.04
2019,Punjab,Gujranwala,Gujarat,District,Rural,Services,4733573,1017.35,4652.8,60.42,63.33,41.11,69011.0,30.62,11.68,1604,88,66.47,67.86,4785,281.3,26.6,18.55,1638.0,2750.0,43.32,50.1,61.17
2020,Punjab,Gujranwala,Gujarat,District,Rural,Manufacturing,4628749,912.6,5072.1,67.92,78.42,50.01,78202.0,20.97,10.4,989,48,65.32,57.8,1979,468.5,24.1,14.71,1756.0,4575.0,30.08,30.99,64.48
2021,Punjab,Gujranwala,Gujarat,District,Semi-Urban,Construction,4747202,1403.02,3383.6,57.01,64.25,40.16,120914.0,38.19,9.82,1234,75,59.42,53.89,2560,552.7,24.9,20.52,3825.0,5766.0,24.49,34.47,61.4
2022,Punjab,Gujranwala,Gujarat,District,Urban,Construction,4653651,4308.23,1080.2,57.85,67.0,48.73,74810.0,25.29,13.42,1031,57,54.59,57.25,907,287.2,22.9,23.81,2550.0,2317.0,50.43,51.24,65.5
2023,Punjab,Gujranwala,Gujarat,District,Urban,Services,5447634,950.41,5731.9,65.39,76.48,49.53,85630.0,31.67,10.32,1622,61,64.68,62.48,3515,352.4,24.9,3.67,2404.0,5691.0,14.03,40.01,66.74
2024,Punjab,Gujranwala,Gujarat,District,Semi-Urban,Manufacturing,4853722,2264.36,2143.5,64.68,68.97,58.96,80571.0,23.27,5.4,1292,68,66.18,58.89,821,214.5,23.3,23.34,3292.0,2578.0,41.82,37.27,67.95
2015,Punjab,Gujranwala,Gujranwala 1,District,Semi-Urban,Education,1570856,582.09,2698.6,68.29,71.21,59.81,81811.0,27.48,9.7,343,27,75.2,62.63,2711,324.6,25.3,15.54,3776.0,5291.0,12.35,43.02,61.74
2016,Punjab,Gujranwala,Gujranwala 1,District,Semi-Urban,Mining,1615668,401.22,4026.9,60.41,65.1,43.81,72719.0,31.74,11.97,494,32,54.62,70.57,1657,441.1,19.1,41.76,2463.0,4395.0,45.24,44.57,61.0
2017,Punjab,Gujranwala,Gujranwala 1,District,Urban,Agriculture,1660314,221.64,7491.1,54.04,56.61,41.47,65123.0,29.54,12.94,606,40,61.47,61.26,5409,405.3,18.3,29.72,2956.0,2584.0,16.07,53.48,62.02
2018,Punjab,Gujranwala,Gujranwala 1,District,Rural,Services,1692750,265.58,6373.7,66.93,78.76,61.3,83013.0,23.82,9.99,499,25,70.89,71.16,4555,264.8,26.5,18.94,3650.0,4740.0,16.12,54.3,65.64
2019,Punjab,Gujranwala,Gujranwala 1,District,Urban,Construction,1699514,481.55,3529.2,69.74,79.25,53.5,98842.0,18.81,12.52,475,17,76.91,66.35,1588,442.2,28.1,39.96,4521.0,3464.0,33.56,31.55,67.46
